2.7772,6.5224,2.9489,6.885
2.9489,6.885,3.0634,7.2094
3.0634,7.2094,3.197,7.6483
3.197,7.6483,3.1779,7.8964
3.1779,7.8964,3.1779,8.2399
3.1779,8.2399,3.1398,8.6215
3.1398,8.6215,3.0634,8.8123
3.0634,8.8123,2.9299,9.0413
2.9299,9.0413,2.7772,9.423
2.7772,9.423,2.4909,9.6711
2.4909,9.6711,2.1665,9.9573
2.1665,9.9573,1.8421,10.167
1.8421,10.167,1.5368,10.339
1.5368,10.339,1.0979,10.473
1.0979,10.473,0.62081,10.549
0.62081,10.549,-0.21885,10.473
-0.21885,10.473,-1.0203,10.339
-1.0203,10.339,-1.3829,10.11
-1.3829,10.11,-1.7455,9.8047
-1.7455,9.8047,-2.0127,9.6138
-2.0127,9.6138,-2.3371,9.2513
-2.3371,9.2513,-2.3752,8.9078
-2.3752,8.9078,-2.4325,8.5833
-2.4325,8.5833,-2.4325,8.1826
-2.4325,8.1826,-2.4516,7.6864
-2.4516,7.6864,-2.547,7.0185
-2.547,7.0185,-2.6615,6.5605
-2.6615,6.5605,-2.8141,5.8736
-2.8141,5.8736,-2.8332,5.3774
